LLM,Intervention,Budget,pre score,post score
ChatGPT 5,accident,54,0.6196262,0.445039291
ChatGPT 5,accident,54,0.615128059,0.444834901
ChatGPT 5,accident,54,0.618663823,0.530198175
ChatGPT 5,accident,54,0.631922617,0.541645388
ChatGPT 5,accident,54,0.738681425,0.511951409
ChatGPT 5,accident,54,0.677661283,0.471461162
ChatGPT 5,accident,54,0.722893102,0.511461299
ChatGPT 5,accident,54,0.643548668,0.480782957
ChatGPT 5,accident,54,0.761293972,0.484955757
ChatGPT 5,accident,54,0.625769072,0.522741115
ChatGPT 5,accident,54,0.702787058,0.518210266
ChatGPT 5,accident,54,0.613501762,0.453374286
ChatGPT 5,accident,54,0.71778266,0.457794113
ChatGPT 5,accident,54,0.635289801,0.558261033
ChatGPT 5,accident,54,0.630540456,0.625155537
ChatGPT 5,accident,54,0.624367659,0.497672102
ChatGPT 5,accident,54,0.705377012,0.459115958
ChatGPT 5,accident,54,0.630818406,0.544230983
ChatGPT 5,accident,54,0.716397905,0.539598607
ChatGPT 5,accident,54,0.613818583,0.461784139
ChatGPT 5,accident,54,0.733793346,0.556415729
ChatGPT 5,accident,54,0.748929435,0.556280111
ChatGPT 5,accident,54,0.660664867,0.533384204
ChatGPT 5,accident,54,0.709411628,0.597564638
ChatGPT 5,accident,54,0.683820928,0.571690086
ChatGPT 5,accident,54,0.629362858,0.581553704
ChatGPT 5,accident,54,0.671557338,0.401486003
ChatGPT 5,accident,54,0.599671219,0.505358265
ChatGPT 5,accident,54,0.547553984,0.578344651
ChatGPT 5,accident,54,0.640383194,0.476608944
ChatGPT 5,accident,54,0.659436496,0.480062356
ChatGPT 5,accident,108,0.588671134,0.541184065
ChatGPT 5,accident,108,0.540879993,0.510737932
ChatGPT 5,accident,108,0.673389099,0.490217815
ChatGPT 5,accident,108,0.633809711,0.514691648
ChatGPT 5,accident,108,0.625581498,0.533265422
ChatGPT 5,accident,108,0.650135488,0.558363952
ChatGPT 5,accident,108,0.668472838,0.502687366
ChatGPT 5,accident,108,0.614527421,0.477151782
ChatGPT 5,accident,108,0.626539811,0.488762925
ChatGPT 5,accident,108,0.706300377,0.488684022
ChatGPT 5,accident,108,0.662328454,0.520379274
ChatGPT 5,accident,108,0.572213992,0.546358135
ChatGPT 5,accident,108,0.605283261,0.486363957
ChatGPT 5,accident,108,0.606300647,0.574765851
ChatGPT 5,accident,108,0.581973768,0.514262549
ChatGPT 5,accident,108,0.550636249,0.528412247
ChatGPT 5,accident,108,0.644616601,0.512354273
ChatGPT 5,accident,108,0.683959166,0.518369357
ChatGPT 5,accident,108,0.664709233,0.52150176
ChatGPT 5,accident,108,0.647822574,0.483883023
ChatGPT 5,accident,108,0.624737028,0.492308349
ChatGPT 5,accident,108,0.589999194,0.484310478
ChatGPT 5,accident,108,0.605350627,0.512482155
ChatGPT 5,accident,108,0.579247874,0.503744404
ChatGPT 5,accident,108,0.628486223,0.494934971
ChatGPT 5,accident,108,0.651303632,0.517092403
ChatGPT 5,accident,108,0.63051821,0.579797744
ChatGPT 5,accident,108,0.590741012,0.526518523
ChatGPT 5,accident,108,0.58284274,0.497539426
ChatGPT 5,accident,108,0.663065967,0.536023401
ChatGPT 5,accident,108,0.594522102,0.553187022
ChatGPT 5,accident,108,0.683309917,0.516279553
ChatGPT 5,accident,108,0.721943179,0.525748488
ChatGPT 5,accident,108,0.645231046,0.528247111
ChatGPT 5,accident,108,0.685924516,0.535781956
ChatGPT 5,accident,108,0.624515402,0.537107942
ChatGPT 5,accident,108,0.595070474,0.465966697
ChatGPT 5,accident,108,0.6150779,0.497582792
ChatGPT 5,accident,108,0.71863729,0.483890411
ChatGPT 5,accident,108,0.598986059,0.502366702
ChatGPT 5,accident,108,0.552418908,0.485513623
ChatGPT 5,accident,108,0.573811944,0.484717446
ChatGPT 5,accident,108,0.648219391,0.495790155
ChatGPT 5,accident,108,0.604812793,0.54024724
ChatGPT 5,accident,108,0.651333786,0.484708601
ChatGPT 5,accident,108,0.605088737,0.547971471
ChatGPT 5,accident,108,0.648915514,0.492627691
ChatGPT 5,accident,108,0.629684788,0.468178739
ChatGPT 5,accident,108,0.70527656,0.54226123
ChatGPT 5,accident,108,0.602775871,0.554675923
ChatGPT 5,ambush,27,0.668958367,0.576382111
ChatGPT 5,ambush,27,0.647749405,0.570521245
ChatGPT 5,ambush,27,0.797879565,0.530543953
ChatGPT 5,ambush,27,0.65608452,0.623583993
ChatGPT 5,ambush,27,0.707484521,0.578789152
ChatGPT 5,ambush,27,0.619436508,0.584445216
ChatGPT 5,ambush,27,0.66505904,0.604200004
ChatGPT 5,ambush,27,0.670856149,0.537875923
ChatGPT 5,ambush,27,0.702375277,0.587873421
ChatGPT 5,ambush,27,0.712693575,0.603338155
ChatGPT 5,ambush,27,0.744699515,0.595600288
ChatGPT 5,ambush,27,0.693240798,0.629998084
ChatGPT 5,ambush,27,0.658166101,0.555208009
ChatGPT 5,ambush,27,0.629811263,0.495617274
ChatGPT 5,ambush,27,0.685038851,0.547311758
ChatGPT 5,ambush,27,0.762547948,0.536611089
ChatGPT 5,ambush,27,0.729505616,0.60778228
ChatGPT 5,ambush,27,0.693946912,0.584849672
ChatGPT 5,ambush,27,0.74626975,0.529481086
ChatGPT 5,ambush,27,0.766559035,0.464586799
ChatGPT 5,ambush,27,0.657168357,0.577267525
ChatGPT 5,ambush,27,0.633751707,0.60325548
ChatGPT 5,ambush,27,0.623302674,0.630324365
ChatGPT 5,ambush,27,0.634962411,0.6013713
ChatGPT 5,ambush,27,0.675512509,0.620461282
ChatGPT 5,ambush,27,0.689313546,0.549164411
ChatGPT 5,ambush,27,0.614529477,0.584284274
ChatGPT 5,ambush,27,0.702166145,0.532251563
ChatGPT 5,ambush,27,0.710095669,0.506274485
ChatGPT 5,ambush,27,0.722606243,0.549684353
ChatGPT 5,ambush,27,0.762536938,0.596522022
ChatGPT 5,ambush,27,0.683786672,0.595977346
ChatGPT 5,ambush,27,0.651648658,0.598402814
ChatGPT 5,ambush,27,0.692784869,0.566617943
ChatGPT 5,ambush,27,0.652625092,0.494442669
ChatGPT 5,ambush,27,0.597920548,0.586405188
ChatGPT 5,ambush,27,0.711334322,0.557422982
ChatGPT 5,ambush,27,0.685834349,0.582897817
ChatGPT 5,ambush,27,0.742587889,0.618100033
ChatGPT 5,ambush,27,0.695359778,0.541866657
ChatGPT 5,ambush,27,0.648934755,0.563575508
ChatGPT 5,ambush,27,0.687949317,0.476018973
ChatGPT 5,ambush,27,0.621497427,0.631136632
ChatGPT 5,ambush,27,0.669539476,0.573496522
ChatGPT 5,ambush,27,0.601447574,0.589587413
ChatGPT 5,ambush,27,0.692370645,0.552226026
ChatGPT 5,ambush,27,0.742208579,0.523820867
ChatGPT 5,ambush,27,0.653145137,0.546821572
ChatGPT 5,ambush,27,0.66557362,0.643932994
ChatGPT 5,ambush,27,0.619142901,0.611789471
ChatGPT 5,ambush,54,0.705441338,0.538281757
ChatGPT 5,ambush,54,0.66047661,0.557562753
ChatGPT 5,ambush,54,0.675751232,0.583263375
ChatGPT 5,ambush,54,0.72911095,0.523477843
ChatGPT 5,ambush,54,0.766102297,0.610825616
ChatGPT 5,ambush,54,0.775682031,0.600409332
ChatGPT 5,ambush,54,0.754443207,0.603290382
ChatGPT 5,ambush,54,0.71742975,0.57672567
ChatGPT 5,ambush,54,0.662997029,0.58672957
ChatGPT 5,ambush,54,0.663316229,0.582121953
ChatGPT 5,ambush,54,0.693260567,0.553713079
ChatGPT 5,ambush,54,0.640286197,0.583308208
ChatGPT 5,ambush,54,0.76223213,0.529645431
ChatGPT 5,ambush,54,0.730813911,0.548744903
ChatGPT 5,ambush,54,0.617740533,0.531966584
ChatGPT 5,ambush,54,0.569143726,0.601774427
ChatGPT 5,ambush,54,0.716822365,0.553356039
ChatGPT 5,ambush,54,0.640242942,0.592580269
ChatGPT 5,ambush,54,0.64774349,0.574512174
ChatGPT 5,ambush,54,0.699932144,0.584603128
ChatGPT 5,ambush,54,0.664180475,0.503581344
ChatGPT 5,ambush,54,0.674789319,0.562952868
ChatGPT 5,ambush,54,0.650411585,0.590816857
ChatGPT 5,ambush,54,0.77277581,0.537401338
ChatGPT 5,ambush,54,0.701984467,0.570337399
ChatGPT 5,ambush,54,0.708938945,0.579880253
ChatGPT 5,ambush,54,0.58058496,0.587986355
ChatGPT 5,ambush,54,0.555517153,0.576071095
ChatGPT 5,ambush,54,0.692499965,0.547211595
ChatGPT 5,ambush,54,0.660967481,0.542193463
ChatGPT 5,ambush,54,0.742262187,0.559423113
ChatGPT 5,ambush,54,0.808432023,0.51609894
ChatGPT 5,ambush,54,0.700864912,0.55436472
ChatGPT 5,ambush,54,0.572406833,0.577811286
ChatGPT 5,ambush,54,0.641590212,0.550568423
ChatGPT 5,ambush,54,0.620240805,0.543048933
ChatGPT 5,ambush,54,0.583136497,0.562437919
ChatGPT 5,ambush,54,0.697748352,0.499634676
ChatGPT 5,ambush,54,0.689306028,0.593307398
ChatGPT 5,ambush,54,0.687525498,0.563501579
ChatGPT 5,ambush,54,0.755461745,0.576208478
ChatGPT 5,ambush,54,0.698408499,0.52143243
ChatGPT 5,ambush,54,0.702319027,0.539775711
ChatGPT 5,ambush,54,0.689066418,0.526641547
ChatGPT 5,ambush,54,0.678585562,0.559640739
ChatGPT 5,ambush,54,0.67833802,0.567933099
ChatGPT 5,ambush,54,0.679684465,0.562661209
ChatGPT 5,ambush,54,0.715104229,0.549065849
ChatGPT 5,ambush,54,0.664652589,0.566471419
ChatGPT 5,ambush,54,0.70324726,0.544647474
ChatGPT 5,ambush,108,0.580620894,0.549091937
ChatGPT 5,ambush,108,0.6043257,0.502926818
ChatGPT 5,ambush,108,0.652516228,0.503323161
ChatGPT 5,ambush,108,0.620286144,0.532919351
ChatGPT 5,ambush,108,0.662043585,0.480003219
ChatGPT 5,ambush,108,0.604963592,0.529231928
ChatGPT 5,ambush,108,0.704770222,0.398015104
ChatGPT 5,ambush,108,0.679254518,0.400041991
ChatGPT 5,ambush,108,0.612995358,0.521082184
ChatGPT 5,ambush,108,0.649260777,0.604713174
ChatGPT 5,ambush,108,0.543188966,0.521369689
ChatGPT 5,ambush,108,0.639220457,0.497778904
ChatGPT 5,ambush,108,0.68687026,0.520037229
ChatGPT 5,ambush,108,0.60236076,0.455412695
ChatGPT 5,ambush,108,0.681539451,0.59225697
ChatGPT 5,ambush,108,0.656591706,0.605227591
ChatGPT 5,ambush,108,0.641167127,0.575812354
ChatGPT 5,ambush,108,0.620390974,0.523690395
ChatGPT 5,ambush,108,0.632339557,0.596375397
ChatGPT 5,ambush,108,0.706846281,0.450282794
ChatGPT 5,ambush,108,0.610328768,0.500942211
ChatGPT 5,ambush,108,0.677647815,0.498840871
ChatGPT 5,ambush,108,0.669526359,0.476785521
ChatGPT 5,ambush,108,0.574060728,0.56398668
ChatGPT 5,ambush,108,0.721777702,0.47746067
ChatGPT 5,ambush,108,0.62342734,0.50408394
ChatGPT 5,ambush,108,0.578899769,0.431617562
ChatGPT 5,ambush,108,0.558099297,0.514640076
ChatGPT 5,ambush,108,0.655581509,0.492130222
ChatGPT 5,ambush,108,0.623985504,0.520028197
ChatGPT 5,ambush,108,0.648419043,0.528281593
ChatGPT 5,ambush,108,0.631122783,0.541826189
ChatGPT 5,ambush,108,0.630121309,0.564992138
ChatGPT 5,ambush,108,0.6350767,0.536161035
ChatGPT 5,ambush,108,0.647273377,0.53366017
ChatGPT 5,ambush,108,0.671058165,0.428345377
ChatGPT 5,ambush,108,0.59611695,0.54819673
ChatGPT 5,ambush,108,0.59326754,0.546092807
ChatGPT 5,ambush,108,0.591147115,0.476503069
ChatGPT 5,ambush,108,0.647905646,0.515904244
ChatGPT 5,ambush,108,0.619680541,0.51220081
ChatGPT 5,ambush,108,0.58789646,0.517402997
ChatGPT 5,ambush,108,0.589537003,0.401333731
ChatGPT 5,ambush,108,0.541202364,0.491977059
ChatGPT 5,ambush,108,0.596293957,0.50217817
ChatGPT 5,ambush,108,0.615071388,0.458591073
ChatGPT 5,ambush,108,0.508729544,0.474024296
ChatGPT 5,ambush,108,0.621103977,0.485605503
ChatGPT 5,ambush,108,0.564384934,0.496049057
ChatGPT 5,ambush,108,0.639703858,0.450565116
ChatGPT 5,neutral (brief),27,0.664592843,0.620139115
ChatGPT 5,neutral (brief),27,0.702527839,0.676458661
ChatGPT 5,neutral (brief),27,0.698488325,0.70534711
ChatGPT 5,neutral (brief),27,0.723696773,0.694727338
ChatGPT 5,neutral (brief),27,0.672159257,0.685157061
ChatGPT 5,neutral (brief),27,0.633707429,0.652961154
ChatGPT 5,neutral (brief),27,0.647327742,0.630310558
ChatGPT 5,neutral (brief),27,0.642978782,0.756288833
ChatGPT 5,neutral (brief),27,0.634510751,0.744830999
ChatGPT 5,neutral (brief),27,0.762106258,0.715088627
ChatGPT 5,neutral (brief),27,0.741934831,0.602710198
ChatGPT 5,neutral (brief),27,0.741944,0.708604676
ChatGPT 5,neutral (brief),27,0.613689344,0.703390079
ChatGPT 5,neutral (brief),27,0.688912416,0.677054808
ChatGPT 5,neutral (brief),27,0.643072794,0.731812354
ChatGPT 5,neutral (brief),27,0.768190823,0.659295354
ChatGPT 5,neutral (brief),27,0.733892963,0.626165739
ChatGPT 5,neutral (brief),27,0.658432675,0.701823523
ChatGPT 5,neutral (brief),27,0.675075234,0.769225655
ChatGPT 5,neutral (brief),27,0.683354845,0.540290361
ChatGPT 5,neutral (brief),27,0.695950556,0.660063853
ChatGPT 5,neutral (brief),27,0.665683461,0.670813568
ChatGPT 5,neutral (brief),27,0.803819747,0.728581565
ChatGPT 5,neutral (brief),27,0.687176258,0.744348033
ChatGPT 5,neutral (brief),27,0.673376701,0.656999177
ChatGPT 5,neutral (brief),27,0.646013912,0.662598512
ChatGPT 5,neutral (brief),27,0.739261864,0.688930826
ChatGPT 5,neutral (brief),27,0.677586187,0.716661786
ChatGPT 5,neutral (brief),27,0.688081242,0.722980305
ChatGPT 5,neutral (brief),27,0.70484926,0.711945353
ChatGPT 5,neutral (brief),27,0.730287634,0.648229864
ChatGPT 5,neutral (brief),27,0.628804834,0.754018491
ChatGPT 5,neutral (brief),27,0.637578964,0.703283218
ChatGPT 5,neutral (brief),27,0.718038205,0.678726524
ChatGPT 5,neutral (brief),27,0.690700509,0.727999088
ChatGPT 5,neutral (brief),27,0.67714123,0.695306046
ChatGPT 5,neutral (brief),27,0.657990574,0.538642754
ChatGPT 5,neutral (brief),27,0.690077788,0.716250445
ChatGPT 5,neutral (brief),27,0.714113335,0.71615953
ChatGPT 5,neutral (brief),27,0.640278856,0.611384497
ChatGPT 5,neutral (brief),27,0.669650427,0.652195418
ChatGPT 5,neutral (brief),27,0.721053446,0.750756289
ChatGPT 5,neutral (brief),27,0.610591122,0.710110365
ChatGPT 5,neutral (brief),27,0.662229835,0.664195686
ChatGPT 5,neutral (brief),27,0.663354346,0.674650494
ChatGPT 5,neutral (brief),27,0.619428074,0.737124126
ChatGPT 5,neutral (brief),27,0.656130609,0.644112714
ChatGPT 5,neutral (brief),27,0.737458827,0.703106735
ChatGPT 5,neutral (brief),27,0.684501037,0.676899562
ChatGPT 5,neutral (brief),27,0.678195238,0.681242973
ChatGPT 5,neutral (brief),54,0.640108333,0.693956096
ChatGPT 5,neutral (brief),54,0.609198903,0.631756645
ChatGPT 5,neutral (brief),54,0.647884289,0.645110496
ChatGPT 5,neutral (brief),54,0.73864751,0.647728873
ChatGPT 5,neutral (brief),54,0.716551573,0.702476803
ChatGPT 5,neutral (brief),54,0.706849933,0.635760287
ChatGPT 5,neutral (brief),54,0.600953251,0.650564517
ChatGPT 5,neutral (brief),54,0.672548238,0.619089645
ChatGPT 5,neutral (brief),54,0.679612465,0.691187524
ChatGPT 5,neutral (brief),54,0.676789718,0.615648674
ChatGPT 5,neutral (brief),54,0.635942561,0.639012749
ChatGPT 5,neutral (brief),54,0.651246404,0.712665308
ChatGPT 5,neutral (brief),54,0.674765595,0.622496479
ChatGPT 5,neutral (brief),54,0.650245335,0.590820698
ChatGPT 5,neutral (brief),54,0.653300949,0.665945282
ChatGPT 5,neutral (brief),54,0.591715949,0.646500437
ChatGPT 5,neutral (brief),54,0.773490842,0.646924372
ChatGPT 5,neutral (brief),54,0.664599512,0.631144889
ChatGPT 5,neutral (brief),54,0.623944776,0.622773262
ChatGPT 5,neutral (brief),54,0.603253719,0.623787084
ChatGPT 5,neutral (brief),54,0.706266447,0.693765617
ChatGPT 5,neutral (brief),54,0.576239902,0.689654907
ChatGPT 5,neutral (brief),54,0.640767807,0.608795804
ChatGPT 5,neutral (brief),54,0.69595806,0.58058765
ChatGPT 5,neutral (brief),54,0.631835382,0.688627395
ChatGPT 5,neutral (brief),54,0.725789715,0.557387085
ChatGPT 5,neutral (brief),54,0.662918315,0.627959488
ChatGPT 5,neutral (brief),54,0.584875298,0.655440731
ChatGPT 5,neutral (brief),54,0.767169128,0.614712466
ChatGPT 5,neutral (brief),54,0.722408041,0.705441189
ChatGPT 5,neutral (brief),54,0.687176444,0.693099794
ChatGPT 5,neutral (brief),54,0.57169501,0.659410262
ChatGPT 5,neutral (brief),54,0.578628035,0.672018475
ChatGPT 5,neutral (brief),54,0.629172242,0.711950204
ChatGPT 5,neutral (brief),54,0.737572252,0.627298229
ChatGPT 5,neutral (brief),54,0.58219093,0.617159042
ChatGPT 5,neutral (brief),54,0.635553978,0.671038631
ChatGPT 5,neutral (brief),54,0.734454734,0.613737545
ChatGPT 5,neutral (brief),54,0.575354548,0.62274599
ChatGPT 5,neutral (brief),54,0.656437257,0.641283643
ChatGPT 5,neutral (brief),54,0.614643424,0.673311393
ChatGPT 5,neutral (brief),54,0.71719082,0.607901255
ChatGPT 5,neutral (brief),54,0.663694839,0.648159421
ChatGPT 5,neutral (brief),54,0.63297473,0.671611681
ChatGPT 5,neutral (brief),54,0.66749206,0.680681823
ChatGPT 5,neutral (brief),54,0.78964655,0.638349755
ChatGPT 5,neutral (brief),54,0.65097849,0.715909002
ChatGPT 5,neutral (brief),54,0.62927143,0.636814615
ChatGPT 5,neutral (brief),54,0.62968048,0.616425137
ChatGPT 5,neutral (brief),54,0.640313797,0.673371652
ChatGPT 5,neutral (brief),108,0.602923882,0.614149274
ChatGPT 5,neutral (brief),108,0.630004162,0.621518818
ChatGPT 5,neutral (brief),108,0.6237263,0.67727628
ChatGPT 5,neutral (brief),108,0.587627576,0.609757181
ChatGPT 5,neutral (brief),108,0.572921886,0.621913554
ChatGPT 5,neutral (brief),108,0.625262766,0.585854204
ChatGPT 5,neutral (brief),108,0.634751951,0.569886605
ChatGPT 5,neutral (brief),108,0.622524198,0.557974669
ChatGPT 5,neutral (brief),108,0.68147259,0.644382044
ChatGPT 5,neutral (brief),108,0.641839123,0.702282369
ChatGPT 5,neutral (brief),108,0.630230935,0.583868295
ChatGPT 5,neutral (brief),108,0.663722086,0.564501718
ChatGPT 5,neutral (brief),108,0.673667122,0.692779873
ChatGPT 5,neutral (brief),108,0.613106766,0.603762802
ChatGPT 5,neutral (brief),108,0.667034094,0.617402956
ChatGPT 5,neutral (brief),108,0.669894588,0.679303541
ChatGPT 5,neutral (brief),108,0.728160562,0.678031989
ChatGPT 5,neutral (brief),108,0.639165957,0.601653382
ChatGPT 5,neutral (brief),108,0.636784791,0.654786865
ChatGPT 5,neutral (brief),108,0.627063931,0.578554347
ChatGPT 5,neutral (brief),108,0.581433628,0.683754493
ChatGPT 5,neutral (brief),108,0.661559439,0.642182853
ChatGPT 5,neutral (brief),108,0.654186697,0.626034349
ChatGPT 5,neutral (brief),108,0.615557147,0.558199733
ChatGPT 5,neutral (brief),108,0.666283137,0.668250731
ChatGPT 5,neutral (brief),108,0.683398092,0.616034617
ChatGPT 5,neutral (brief),108,0.630733217,0.68987576
ChatGPT 5,neutral (brief),108,0.577655029,0.547317014
ChatGPT 5,neutral (brief),108,0.720112809,0.623126524
ChatGPT 5,neutral (brief),108,0.587001481,0.599912952
ChatGPT 5,neutral (brief),108,0.625343525,0.701340907
ChatGPT 5,neutral (brief),108,0.623443765,0.643682104
ChatGPT 5,neutral (brief),108,0.650944669,0.60921089
ChatGPT 5,neutral (brief),108,0.577591141,0.58361608
ChatGPT 5,neutral (brief),108,0.599227367,0.692252557
ChatGPT 5,neutral (brief),108,0.662655887,0.641559438
ChatGPT 5,neutral (brief),108,0.668137856,0.558088832
ChatGPT 5,neutral (brief),108,0.655155425,0.599222754
ChatGPT 5,neutral (brief),108,0.639119657,0.682245637
ChatGPT 5,neutral (brief),108,0.624170056,0.628039053
ChatGPT 5,neutral (brief),108,0.558661383,0.674793819
ChatGPT 5,neutral (brief),108,0.660958654,0.604655768
ChatGPT 5,neutral (brief),108,0.624220369,0.648551853
ChatGPT 5,neutral (brief),108,0.695308375,0.625228905
ChatGPT 5,neutral (brief),108,0.695979532,0.619702019
ChatGPT 5,neutral (brief),108,0.67958195,0.549064995
ChatGPT 5,neutral (brief),108,0.622652732,0.578377399
ChatGPT 5,neutral (brief),108,0.605978771,0.643470619
ChatGPT 5,neutral (brief),108,0.653996197,0.57982279
ChatGPT 5,neutral (brief),108,0.62706675,0.672743789
Gemini 2.5,military,27,0.650352939,0.601756695
Gemini 2.5,military,27,0.756645993,0.63467435
Gemini 2.5,military,27,0.684035944,0.56690826
Gemini 2.5,military,27,0.711872156,0.501596587
Gemini 2.5,military,27,0.73650639,0.584441629
Gemini 2.5,military,27,0.664662125,0.51954346
Gemini 2.5,military,27,0.63406689,0.619839784
Gemini 2.5,military,27,0.698962513,0.557406478
Gemini 2.5,military,27,0.648268949,0.536489296
Gemini 2.5,military,27,0.711188426,0.535234819
Gemini 2.5,military,27,0.742264413,0.60474699
Gemini 2.5,military,27,0.697673705,0.592196148
Gemini 2.5,military,27,0.591873772,0.551789167
Gemini 2.5,military,27,0.731945255,0.544539419
Gemini 2.5,military,27,0.652651841,0.44835747
Gemini 2.5,military,27,0.696394268,0.545751131
Gemini 2.5,military,27,0.675152667,0.567548026
Gemini 2.5,military,27,0.681511926,0.617024129
Gemini 2.5,military,27,0.72573601,0.534566923
Gemini 2.5,military,27,0.662201938,0.550662284
Gemini 2.5,military,27,0.712947667,0.596458023
Gemini 2.5,military,27,0.67005655,0.459313935
Gemini 2.5,military,27,0.737547612,0.548485128
Gemini 2.5,military,27,0.626296989,0.574414844
Gemini 2.5,military,27,0.695616183,0.538359369
Gemini 2.5,military,27,0.688701442,0.481729636
Gemini 2.5,military,27,0.604796379,0.606388903
Gemini 2.5,military,27,0.660466098,0.560719095
Gemini 2.5,military,27,0.62219778,0.565113114
Gemini 2.5,military,27,0.668356516,0.637558168
Gemini 2.5,military,27,0.619590197,0.589591164
Gemini 2.5,military,27,0.669853534,0.607276572
Gemini 2.5,military,27,0.656254057,0.618782904
Gemini 2.5,military,27,0.721271595,0.620455304
Gemini 2.5,military,27,0.649847344,0.592360898
Gemini 2.5,military,27,0.710665754,0.499639869
Gemini 2.5,military,27,0.700371944,0.492728469
Gemini 2.5,military,27,0.671396788,0.57988338
Gemini 2.5,military,27,0.690120108,0.580330681
Gemini 2.5,military,27,0.703742813,0.528384384
Gemini 2.5,military,27,0.667092818,0.567005548
Gemini 2.5,military,27,0.670484647,0.670641434
Gemini 2.5,military,27,0.720453025,0.626475768
Gemini 2.5,military,27,0.603116294,0.547913964
Gemini 2.5,military,27,0.65669678,0.540820985
Gemini 2.5,military,27,0.726990153,0.622453977
Gemini 2.5,military,27,0.60691165,0.641078476
Gemini 2.5,military,27,0.662326256,0.593620416
Gemini 2.5,military,27,0.675122307,0.539136986
Gemini 2.5,military,27,0.676740599,0.50780556
Gemini 2.5,military,54,0.701223546,0.55128163
Gemini 2.5,military,54,0.661141259,0.553375719
Gemini 2.5,military,54,0.674540523,0.492685566
Gemini 2.5,military,54,0.707737683,0.555717127
Gemini 2.5,military,54,0.617473113,0.53319312
Gemini 2.5,military,54,0.659524946,0.473695296
Gemini 2.5,military,54,0.583538933,0.493787485
Gemini 2.5,military,54,0.690954642,0.561459808
Gemini 2.5,military,54,0.638183051,0.512877418
Gemini 2.5,military,54,0.734393941,0.541631766
Gemini 2.5,military,54,0.688849585,0.532315281
Gemini 2.5,military,54,0.653481958,0.520184592
Gemini 2.5,military,54,0.699123602,0.542431826
Gemini 2.5,military,54,0.701460687,0.524012451
Gemini 2.5,military,54,0.62410637,0.531547873
Gemini 2.5,military,54,0.650333849,0.448414619
Gemini 2.5,military,54,0.708215405,0.566462564
Gemini 2.5,military,54,0.579170355,0.555963266
Gemini 2.5,military,54,0.678818833,0.535859072
Gemini 2.5,military,54,0.61475182,0.518954873
Gemini 2.5,military,54,0.709293854,0.511069251
Gemini 2.5,military,54,0.607137537,0.55886156
Gemini 2.5,military,54,0.689424734,0.534441754
Gemini 2.5,military,54,0.639793284,0.513726398
Gemini 2.5,military,54,0.615969497,0.557137786
Gemini 2.5,military,54,0.621894494,0.524880521
Gemini 2.5,military,54,0.646569445,0.499588001
Gemini 2.5,military,54,0.602924028,0.527239599
Gemini 2.5,military,54,0.643786973,0.52972188
Gemini 2.5,military,54,0.612876246,0.57404711
Gemini 2.5,military,54,0.637611463,0.506991481
Gemini 2.5,military,54,0.645012575,0.544913758
Gemini 2.5,military,54,0.670574698,0.514851207
Gemini 2.5,military,54,0.626314042,0.50852241
Gemini 2.5,military,54,0.673445671,0.531558641
Gemini 2.5,military,54,0.664512027,0.507410843
Gemini 2.5,military,54,0.629832938,0.560583988
Gemini 2.5,military,54,0.631970016,0.56550238
Gemini 2.5,military,54,0.589710671,0.512588432
Gemini 2.5,military,54,0.652732104,0.461318076
Gemini 2.5,military,54,0.690201873,0.556706234
Gemini 2.5,military,54,0.596990164,0.574115725
Gemini 2.5,military,54,0.657981409,0.504384113
Gemini 2.5,military,54,0.589163319,0.53743227
Gemini 2.5,military,54,0.669163685,0.543534317
Gemini 2.5,military,54,0.685830507,0.540855307
Gemini 2.5,military,54,0.655227382,0.527486096
Gemini 2.5,military,54,0.579249951,0.525074667
Gemini 2.5,military,54,0.707515155,0.564407511
Gemini 2.5,military,54,0.640266157,0.485197334
Gemini 2.5,military,108,0.676339797,0.617658933
Gemini 2.5,military,108,0.758082498,0.606887021
Gemini 2.5,military,108,0.777095181,0.585295926
Gemini 2.5,military,108,0.736059786,0.556959952
Gemini 2.5,military,108,0.641550154,0.623968698
Gemini 2.5,military,108,0.610480565,0.61856289
Gemini 2.5,military,108,0.75805796,0.571455057
Gemini 2.5,military,108,0.71277505,0.605058922
Gemini 2.5,military,108,0.763840479,0.584008299
Gemini 2.5,military,108,0.661352936,0.560983167
Gemini 2.5,military,108,0.676975953,0.567254747
Gemini 2.5,military,108,0.661476808,0.539185033
Gemini 2.5,military,108,0.716535147,0.559635127
Gemini 2.5,military,108,0.698830819,0.582224987
Gemini 2.5,military,108,0.709762186,0.552234861
Gemini 2.5,military,108,0.723259551,0.618878331
Gemini 2.5,military,108,0.631049219,0.588315739
Gemini 2.5,military,108,0.645207449,0.617057561
Gemini 2.5,military,108,0.749773182,0.56117206
Gemini 2.5,military,108,0.748577063,0.602405523
Gemini 2.5,military,108,0.641385429,0.573500363
Gemini 2.5,military,108,0.628831732,0.597833222
Gemini 2.5,military,108,0.627848869,0.568741383
Gemini 2.5,military,108,0.529145937,0.595804837
Gemini 2.5,military,108,0.670510143,0.580938981
Gemini 2.5,military,108,0.674343408,0.540905766
Gemini 2.5,military,108,0.605836305,0.586274777
Gemini 2.5,military,108,0.639889502,0.606956151
Gemini 2.5,military,108,0.598231054,0.609649106
Gemini 2.5,military,108,0.739711342,0.57047778
Gemini 2.5,military,108,0.667374572,0.593175033
Gemini 2.5,military,108,0.785426773,0.570966192
Gemini 2.5,military,108,0.686407806,0.594658549
